Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
Introductory Human Physiology,By Bryony R,"Feb 10, 2019",I am about to start a degree in nursing and this was an excellent introduction.  The pace was quite fast and the content is quite technical but through rereading the materials and watching some supplementary explanations (such as Khan academy) it all made sense. Thank you for all for all of the hard work required to create such a comprehensive course,5
Introductory Human Physiology,By Calista L,"Oct 8, 2020","Great things first: It’s a great course, with quite an
amount of information each video each module. For each week’s two to three
video hours, I spent 5 to 6 hours researching through googling or textbook
reading, and an intense note-taking all along. I highly recommend anyone who
wants a ‘warm-up’ in college physiology to do this course. This is perhaps a
first college level physiology, but it’s no way ‘introductory’. For a student with
mostly humanities background like me, it’s going to be a challenging course.
But it is really worth doing.",5
First Step Korean,By Anh T,"Jun 8, 2017",Professor Kang is really nice and she guides me through every lesson with detailed explanation and dedication. I enjoy learning the course and I believe this is a very good choice for Korean beginners,5
First Step Korean,By Destiny,"May 3, 2017",This was course was very informative. I really enjoyed the content being that I wasn't on the paid version. I didn't feel like I was missing out on anything but learn a lot from this course. 감사합니다!!!!,5
First Step Korean,By Chiara S,"Jan 8, 2018",The course is amazing for now! The teacher explains everything in a great order and it helps me a lot with Korean. I understand a lot more now. Thank you for that Seung Hae Kang and Yonsei University!,5
First Step Korean,By Amelia N,"May 18, 2020",A really good starting point to understand what's the Hangeul is constituted of and have a taste test on daily conversation. Last 2 modules were of quick pace which encourages me to revisit more often,5
First Step Korean,By Mailine Y,"Oct 25, 2019","This class was very hard to follow. Pronunciation is key to any language. This course does not help you become even close to basic proficiency because there is no pronunciation key available. The worksheets are so hard to follow because it's all in Hangul with no pronunciation key or english pronunciation available. For a beginner course, this should have been standard- we don't know how to read Hangul and it shouldn't be expected during a beginners course. This course has a lot of room for improvement and would be great once they are implemented to become more user friendly. Also, rather than just using Hangul and English words in the videos, there should be pronunciation underneath the Hangul to make sure students are really getting the words correct instead of them trying to figure out word it is and referring to worksheets all the time. I did not have a good time learning the language because it was so frustrating trying to figure out what she was saying exactly- thus making the quizzes even more difficult!!",2
First Step Korean,By Lynne,"Dec 16, 2016",It was very well organised and presented. There was good opportunity for repetition in the videos and good opportunity to study the main written expressions and grammar in the PDF files. Excellent!,5
First Step Korean,By penpetchaya w,"May 28, 2021",useful course for fundamental learners. Everyone can take this course easily.,5
First Step Korean,By Diana S ,"Mar 31, 2020","Fue una experiencia maravillosa, más allá de aprender coreano, pude aprender más de su cultura. Esto fue muy emocionante, en cada clase aprendes vocabulario, gramática, pronunciación, y sobre todo te diviertes. La profesora Seung Hae Kang, es una gran maestra que junto a su equipo han logrado elaborar material didáctico que permite aprender de un modo sencillo este hermosos idioma. Te recomiendo al 100% este curso, aprende y disfrútalo. ",5
First Step Korean,By LeapingFrog E,"Nov 17, 2016","Although the instructor was good at presenting the information, I felt that the reference sheets should of had the phonetic pronunciations next to the Korean writing. This would of helped learn the symbols better. After the second week, we were expected to know what they represented. I felt it needed a video on just learning the alphabet. I did still learn a great deal of vocabulary.",3
First Step Korean,By Helen Q R,"Nov 10, 2019","excelente curso, muy bien explicado.dan la oportunidad de tener un aprendizaje de calidad, a pesar de que no es presencial.enseña sobre diferentes temas y además contextualiza la cultura del país.",5
First Step Korean,By Anna M P,"Aug 28, 2021",I have learned so much and I really enjoyed learning this beautiful language. I know that I will learn to speak and read with lots of practice and perseverance. Thank you so much for this opportunity!,5
First Step Korean,By Rosmaida N,"Oct 8, 2021","This course is really a great start to learn Korean language. It taught me Hangul, particles used, vocabularies and how sentences are made. Thank you to Professor Seung Hae Kang and Yonsei University.",5
First Step Korean,By Karen J,"Sep 5, 2016",,1
First Step Korean,By jenn (,"Nov 30, 2018","This is the first online course where I can begin to understand how to put sentence structure together and begin to understand honorifics. I do think that you have to come into this course with an understanding of the Korean alphabet and basic knowledge of how to compose and read letters. Once you have that down, this course definitely helps you begin to move forward in becoming fluent with verbal and written comprehension. You definitely have to practice and repeat your practice consistently to retain your new knowledge. I love this course. Thank you!",5
